Grid Row 1,Grid Row 2,Grid Row 3,Grid Row 4,Counter Values
ASEA,IKAN,AESC,SWEE,158,37,28,93
ASKS,POUK,EINE,SLAP,86,18,41,27
ASPS,TARA,ULES,APES,124,24,19,81
ATAP,MOLL,AMIA,HEFT,136,20,46,70
ATES,WAKE,ERES,SESH,144,24,72,48
ATMA,CHOP,CITE,ARED,122,20,65,37
ATOK,FIRE,READ,ORDS,79,24,53,2
ATOM,MOKE,OKAS,KESH,123,12,34,77
ATOP,RIME,TRIN,YOTE,51,7,14,30
ATUA,NERD,SIDA,ANEW,103,12,42,49
AUFS,SLIT,KANA,SNIP,226,64,63,99
AUGH,INIA,MANO,SUKS,123,10,34,79
AULD,KNEE,ACYL,SIST,174,84,45,45
AUNT,CREE,EATS,DOST,145,44,46,55
AVAL,PERI,SIEN,ELSE,168,16,64,88
AVAS,NAGA,DSOS,SEGS,110,2,97,11
AVEL,BETE,BANK,SLAE,169,73,70,26
AVES,LADE,LIGS,SNYE,105,19,2,84
AVID,RIBA,EGIS,GASH,161,4,91,66
AVIS,GILA,ENES,SEAS,93,4,40,49
AVOS,NIXE,TAIT,ISMS,117,6,40,71
AVOW,RIPE,FRAB,SELS,84,2,56,26
AWAY,LORE,ERUV,SEME,161,93,8,60
AWDL,BRIO,YEPS,ENTS,183,29,77,77
AWED,VANE,AKEE,SEWS,45,22,16,7
AWEE,ROMA,LEES,ESSE,137,3,60,74
AWES,LEKE,ENES,FASH,119,26,92,1
AWFY,GALE,ERES,SKAT,91,4,18,69
AWKS,VANE,AVEL,SEES,93,8,43,42
AWLS,BEIN,BRAE,SORB,106,15,30,61
AWNS,GHEE,LIRA,URDS,160,1,69,90
AWOL,TALI,ALPS,PEEP,120,9,28,83
AWRY,WHOA,EERY,SETS,154,39,21,94
AYAH,KAKA,EGER,DIDO,57,23,30,4
AYES,RONE,EGOS,GALS,187,59,92,36
AYIN,RASE,PULP,APES,179,73,22,84
AYRE,WEAR,EALE,SHES,89,32,54,3
AYUS,RUNT,DRAY,STIE,202,50,88,64
AZAN,TIRE,ALES,PLAT,113,6,29,78
BAAL,LIRA,IDLY,PEES,116,51,38,27
BAAS,AINE,PATE,USES,92,1,37,54
BABA,AGOG,METE,SEAS,93,3,57,33
BABE,ALAN,ROBE,FOYS,158,52,27,79
BABU,OBIT,LULU,ATES,152,67,84,1
BABY,AULA,GRAB,SAMA,227,47,84,96
BACH,AMIE,SIDH,SASS,219,51,84,84
BACS,IXIA,MIND,ALEE,211,64,93,54
BADE,ALIF,WONT,SEGS,80,20,51,9
BADS,AMIN,HIRE,USED,83,13,8,62
BAEL,ANTI,STEN,SINK,99,16,13,70
BAES,OWIE,LEDE,ESES,97,2,58,37
BAFF,OLEO,DAMN,ERED,94,35,37,22
BAFT,OLEO,EEEW,PWNS,90,18,4,68
BAGH,AKEE,SEEP,HEPS,150,56,15,79
BAGS,AMEN,ALEE,SAKE,161,49,61,51
BAHT,ALOW,SIKA,STAY,156,72,33,51
BAIL,INLY,TOLE,SAYS,147,79,51,17
BAIT,UMRA,LIEN,KEDS,140,50,71,19
BAKE,EMYS,SINS,TREE,92,59,16,17
BALE,EREV,TITE,EAST,136,23,38,75
BALK,AXON,DATA,SLIP,174,30,63,81
BALS,AMAH,WINE,SNED,97,37,2,58
BALU,EKES,YEVE,SEYS,161,54,65,42
BAMS,IRON,FINI,FLAB,50,23,4,23
BANC,ALAR,MOPE,SESE,119,12,23,84
BANE,ICER,GETS,ARET,159,41,63,55
BANI,OKAS,PERM,ODES,132,57,70,5
BANK,AWEE,NENE,TEEN,202,59,81,62
BANS,ANON,CAMI,SNAP,85,25,51,9
BANT,ATUA,NURR,GASP,196,77,60,59
BAOS,AIDE,ANDS,LESS,175,56,78,41
BAPS,ACHE,CRIA,HOSS,172,45,71,56
BARB,OHIA,TIPS,ESSE,156,1,76,79
BARD,AGER,WIFE,NOSE,166,51,21,94
BARE,ABER,METE,STED,111,6,74,31
BARF,AGUE,NESS,IDES,141,28,75,38
BARP,EGIS,AMAS,MALT,123,49,66,8
BARS,ERHU,VLEI,YEAD,176,26,76,74
BASA,ACER,BANI,YITE,96,3,2,91
BASE,LUNE,ORAL,GAPY,136,15,62,59
BASH,LUKE,ALAY,TAGS,19,2,14,3
BASS,OBEY,RATE,ESTS,181,60,23,98
BAST,AJEE,SEEM,TEMP,79,37,36,6
BATE,URIC,SPEC,HADE,165,31,99,35
BATH,AHOY,YORE,TYED,104,86,4,14
BATS,OBIA,SLAY,HENS,132,47,26,59
BATT,ACAI,HEED,URDS,125,22,30,73
BAUD,LILO,AGEE,HASS,74,15,14,45
BAUR,ARVO,REAN,MASA,63,43,3,17
BAWD,OMER,ALEE,RASE,144,89,38,17
BAWR,ETHE,TUAN,HAED,149,7,84,58
BAWS,EMIC,TINA,ERST,45,4,23,18
BAYE,AMAS,LIRK,MANY,224,69,63,92
BAYT,UVEA,REDS,SLEE,106,13,8,85
BEAD,ARNA,ONIE,SESS,184,39,48,97
BEAL,LINE,ADAW,DESK,184,3,88,93
BEAM,LUNA,AROW,DOWN,115,10,98,7
BEAR,AMMO,TEIN,HUNT,205,75,49,81
BEAT,YARR,TREE,ELTS,152,51,43,58
BEAU,EALE,ALLY,LESS,63,12,23,28
BEDU,AVER,TELD,ERES,51,13,21,17
BEEN,ANTI,LOAM,ELTS,139,76,47,16
BEEP,ECRU,AHED,RODS,140,67,49,24
BEER,UPGO,RHEA,DARN,121,13,86,22
BELS,EMEU,TIDE,ERED,153,21,74,58
BELT,AGIO,YOND,ESES,259,87,74,98
BEMA,AMOK,KINA,EROS,128,67,37,24
BENE,OMAS,DEBE,ESES,84,26,8,50
BENT,ILIA,RACH,ONER,150,50,2,98
BERG,UVAE,MOKI,FEET,157,73,30,54
BEST,ACER,CHAI,SENE,127,37,77,13
BETE,ENES,NOMS,SWEE,94,10,66,18
BETH,UVEA,LOAF,KEST,61,39,16,6
BEYS,LYAM,ANTI,BEER,140,97,20,23
BHAI,OINK,LOTA,TIAN,116,23,32,61
BHAT,LEME,ALEC,TOSS,116,9,61,46
BHEL,LATI,ETHE,WHEN,190,35,60,95
BHUT,RIDS,ARAK,GELS,220,83,89,48
BIAS,RORE,ETNA,YAAR,80,10,61,9
BIBS,ODEA,TORY,ALMS,73,31,5,37
BIDE,ALIT,NISH,SAKE,73,12,19,42
BIFF,IURE,BRIE,BETS,151,49,92,10
BIGA,OMER,RANI,SMEE,69,58,8,3
BIGG,OLIO,WEMB,LAPS,121,45,9,67
BIKE,ANNS,DIET,SAWS,100,28,53,19
BILK,AKEE,TORN,ENES,196,90,13,93
BILL,ODEA,SEGS,HAST,66,10,21,35
BIMA,ANIL,CITE,KAES,152,22,95,35
BINE,OKAS,CABS,KNEE,109,21,54,34
BING,ALOE,DENT,EXES,196,71,89,36
BIRO,ILIA,LICK,LAKY,131,42,23,66
BISK,ROMA,ATUA,TARS,124,64,49,11
BIST,ALAS,ULVA,DYER,120,11,51,58
BITO,UNAU,HITS,LAST,106,21,50,35
BITS,UREA,FOGS,ONUS,153,27,77,49
BITT,ADAW,WETA,REEL,138,29,28,81
BLAB,EYRA,EROS,FESS,184,31,58,95
BLAD,RACY,AINE,TRES,146,2,96,48
BLAE,RULY,UNCE,TAOS,135,19,79,37
BLAG,RAGA,ECHT,YEAS,50,12,28,10
BLAM,RANI,IRIS,KELT,42,7,3,32
BLAT,AINE,SPAG,EANS,133,41,19,73
BLAY,AINE,SMIR,SOLD,56,20,22,14
BLEB,AIDA,AMID,LOTS,75,6,46,23
BLED,LIPE,ALOE,TOST,60,8,23,29
BLEE,LOOS,OMAS,GANE,108,51,43,14
BLET,RASH,OSSA,STEW,100,10,32,58
BLIN,ROTO,AMAS,NESH,72,5,21,46
BLIP,AERY,HAIR,UNDO,85,13,48,24
BLIT,LUDO,IDEM,POME,123,71,21,31
BLOB,YOGA,DUES,EPEE,31,2,5,24
BLOC,LIRA,ANAL,DELO,81,34,41,6
BLOT,RONE,APSE,PETS,185,70,48,67
BLOW,RANI,ARIL,TEEL,176,71,28,77
BLUB,AYRE,CRUE,HEST,108,69,23,16
BLUD,LIRI,OPUS,CASK,110,8,53,49
BLUE,RAST,ASEA,WEST,174,60,87,27
BOAB,URGE,REES,PSST,105,41,38,26
BOAK,ELMY,MIME,ADOS,147,27,58,62
BOAT,RULY,ALME,EKED,150,65,52,33
BOBA,ENES,NOTA,TSAR,69,23,23,23
BOBO,ULEX,DINE,ODES,214,65,75,74
BOBS,ALOO,WEAL,SABS,105,35,7,63
BOCK,ACRE,STAT,SABE,120,27,11,82
BODE,AGEN,SALT,EMES,163,77,18,68
BODY,OBOE,OOSE,BEST,66,16,1,49
BOFF,IDLE,ASEA,SOAR,63,29,2,32
BOGY,ODEA,WEEP,SAPS,155,88,44,23
BOHS,ULAN,OLIO,YALD,49,10,11,28
BOIL,OBOE,META,ASAR,132,35,71,26
BOIS,RUCK,EPHA,WAST,131,26,94,11
BOKE,OKAS,WABS,LYSE,190,61,79,50
BOKO,ODIC,TELA,HATS,168,50,85,33
BOLA,UDAL,DONE,AREW,172,14,66,92
BOLE,IRIS,ERES,NANE,58,7,35,16
BOLO,ALOD,RENO,MOER,63,13,41,9
BOLT,AMIE,SIDE,ATOK,159,79,76,4
BOMA,ALAN,TEED,HOSS,119,77,6,36
BOMB,ILEA,GERE,SALL,189,98,12,79
BONA,AGAS,WELK,KEAS,117,71,29,17
BONE,ABER,GEAN,SYPE,53,4,31,18
BONG,AMIA,BETE,ARES,183,42,74,67
BONK,AWAY,TINT,SESE,44,4,10,30
BOOB,AGHA,SEIL,TEAL,64,4,34,26
BOOH,OLDE,REAL,MALL,85,8,30,47
BOOK,ALGA,ILEA,TAEL,123,13,99,11
BOOM,ANCE,ECHE,SEED,183,29,84,70
BOON,INDY,STYE,HOLD,165,42,30,93
BOOR,ALMA,WEEN,LARD,99,49,11,39
BOOS,RINE,ELTS,DSOS,172,42,81,49
BOOT,ALAY,MESE,SATE,157,24,63,70
BOPO,AYES,BELS,ASEA,68,18,12,38
BOPS,OPAH,PERI,SNAP,244,69,76,99
BORA,OMEN,LENS,ANOA,102,3,6,93
BORE,EPIC,DADA,USED,166,69,74,23
BORK,ANON,SILE,SELE,83,37,37,9
BORM,EVOE,LADE,SLED,113,4,12,97
BORS,OMIT,SIZE,STAP,180,57,65,58
BORT,ARAR,BARE,ALES,91,3,61,27
BOSH,OCTA,THEW,SEPS,207,91,18,98
BOSK,ANTE,STEY,TONS,195,40,88,67
BOSS,IXIA,BERK,BREE,170,51,87,32
BOTA,AREW,PALE,SLED,183,30,93,60
BOTE,ODEA,LEAN,EATS,153,44,55,54
BOTS,AXIL,PIKI,SCAD,86,11,19,56
BOTT,ALAE,SIRE,HONS,118,50,1,67
BOUK,ULNA,BEDE,USED,129,72,39,18
BOWS,OBOL,MICE,BAKE,134,38,92,4
BOYF,AGEE,YEAN,TENS,202,65,39,98
BOYG,OWIE,CITE,KEEK,204,46,84,74
BOYO,AMIA,FETT,TRES,73,25,38,10
BOYS,AGIO,WEKA,NEEP,141,46,65,30
BRAE,RAGG,ARLE,SKYR,137,8,64,65
BRAG,RACE,IKAN,GEIT,72,46,16,10
BRAK,LUXE,UNIT,BELS,226,96,99,31
BRAN,LUGE,ALEW,TEDS,178,74,87,17
BRAP,RENO,ETAT,DENE,105,19,26,60
BRAS,OOZE,RHOS,TENS,94,17,22,55
BRAT,LILO,AMIS,MUTS,52,20,18,14
BRAW,LUDE,ADZE,WEEM,166,67,10,89
BRED,LIVE,APOS,DESI,144,52,56,36
BREN,RONA,OTTO,DESI,158,10,90,58
BRER,AURA,ULAN,DESK,131,27,20,84
BREW,LOME,OKES,GEST,185,26,94,65
BREY,LIPA,ACED,TEES,81,24,10,47
BRIE,RIDS,IDES,MESE,146,22,94,30
BRIG,AIDA,DEER,SLAE,167,1,69,97
BRIM,YALE,EYEN,SAXE,92,21,11,60
BRIS,LITE,AVER,MAMA,158,73,49,36
BRIT,AIGA,ENGS,SESS,198,52,64,82
BROD,EURO,AMES,NESH,154,54,4,96
BROO,IONS,TOSS,OKTA,236,41,99,96
BROS,EINA,GLOM,SESE,122,17,99,6
BROW,YOGI,KUES,EPEE,143,68,55,20
BRRR,LIEU,ABID,TAKY,63,6,6,51
BRUS,RUME,URES,TUSH,72,6,22,44
BRUT,LAMA,AMBO,DSOS,225,67,78,80
BRUV,RAPE,ASAR,NEST,146,10,63,73
BUAT,ISLE,TEAM,ODES,95,25,69,1
BUBA,ARET,RIDE,ECUS,197,11,97,89
BUBO,ARIA,GEST,HATS,150,25,82,43
BUBU,EVET,TEGU,HAOS,208,97,21,90
BUCK,ORZO,TSAR,SARS,124,21,42,61
BUDS,INIA,TASS,SICH,157,48,30,79
BUFO,ARID,PEBA,SASH,86,4,63,19
BUKE,AVOS,LANE,LEKS,87,23,33,31
BUNA,APEX,LAVE,ESES,150,64,58,28
BURB,AVER,SADI,TEEN,156,78,30,48
BURK,UNAI,LAPS,BISH,191,40,73,78
BURL,ARIA,CEDI,HAEN,156,35,51,70
BURR,ARIE,READ,BALS,199,68,94,37
BURS,ULAN,NADA,KNEW,79,9,61,9
BUSK,UNAU,DAME,SIES,146,60,59,27
BUSS,ARIA,PULS,USES,114,46,59,9
BUSY,OPPO,EDIT,TOME,101,5,35,61
BUTE,ANUS,TILT,ESES,97,91,2,4
BUTS,UNIT,MAKE,SUET,149,68,12,69
BYES,AUTO,SPAS,ESTS,125,18,56,51
BYRL,EUOI,SLUT,TEME,148,78,41,29
CAAS,ALCO,STEP,KOSS,180,79,63,38
CABA,RUIN,UREA,EARL,98,36,28,34
CABS,EPEE,RETS,ODAS,164,7,96,61
CACA,AGOG,RUME,BEAD,177,62,54,61
CACK,AMEN,MASE,ESSE,81,12,45,24
CADE,ABED,SLAG,KYLE,189,81,91,17
CADI,ALAR,NOME,SESS,92,49,21,22
CADS,ACRE,WHEW,SEYS,197,38,70,89
CAFE,OGAM,MARM,ARSY,184,68,51,65
CAFF,HILI,IRED,PYES,93,20,32,41
CAGE,AHOY,SORE,EYER,168,59,42,67
CAGS,ENOW,SIJO,SLIT,74,36,22,16
CAGY,ARIL,DELE,SWAM,26,4,20,2
CAID,ALGO,REAL,REDS,87,40,45,2
CAIN,ALME,NAME,TRYP,137,63,41,33
CAKE,ARIS,DINT,ISOS,168,33,94,41
CALF,ANAL,MIME,OLPE,180,52,59,69
CALK,APAY,GANE,EYES,267,89,87,91
CALL,AREA,RIMY,LEES,125,33,17,75
CALM,OBOE,BUGS,STOA,136,81,43,12
CALO,ARIL,RIND,KAYS,47,9,32,6
CALP,AVAL,MEMO,ESPY,39,29,5,5
CALS,UDAL,EINA,STAP,70,8,5,57
CAMA,ECUS,LAMP,LIPS,167,19,75,73
CAME,AMES,SENE,ENES,63,23,32,8
CAMI,OPED,LANE,TYDE,195,81,73,41
CAMO,ATOP,PART,SPAS,150,15,48,87
CAMP,OVER,TORI,SWIM,42,11,28,3
CANE,ULEX,NAME,TYND,145,1,67,77
CANG,ALGO,REAL,NEIF,152,65,42,45
CANN,AGIO,MILD,POLS,176,61,27,88
CANS,ALAN,NALA,GRAB,72,15,53,4
CANT,ADAW,LAMA,OWSE,156,17,40,99
CAPA,ABRI,GEUM,EDHS,72,3,50,19
CAPE,ALOW,MARE,OPTS,73,21,9,43
CAPH,ALSO,MAST,ENTS,163,7,70,86
CAPI,AYUS,WALI,KHET,179,75,29,75
CAPO,AGAR,PULL,SEME,76,25,28,23
CAPS,OMEN,TILE,SAFE,141,19,81,41
CARB,INIA,LOOS,LATH,222,83,53,86
CARD,ALAE,LOME,KEPT,189,80,25,84
CARE,ERUV,RENO,OWES,128,4,83,41
CARK,ANOA,PAPE,SNED,51,23,18,10
CARL,ALAY,LOWE,LESS,125,74,25,26
CARP,ALAY,FAZE,ENES,129,64,3,62
CART,AREA,TEES,HALE,33,14,11,8
CASA,ABER,BENE,STAW,155,40,48,67
CASE,ACES,WASE,SISS,137,49,71,17
CASH,OLLA,DOEK,SODA,173,37,62,74
CASK,AUTO,PTUI,SODS,92,13,32,47
CAST,APTS,DOEK,ESTS,69,45,5,19
CATE,OXID,BAND,BLAY,140,50,33,57
CATH,EMEU,PILE,SESS,133,33,40,60
CATS,AGHA,URES,LOYS,58,7,48,3
CAUL,ARVO,PEAG,EASY,173,53,96,24
CAUM,OGRE,SADE,ERES,196,80,71,45
CAUP,OLPE,YADS,SNOT,144,66,75,3
CAVA,ORAD,RAND,DREY,98,16,80,2
CAVE,EVEN,TENE,ESTS,142,59,13,70
CAWS,HEAP,ARIA,DORY,55,5,22,28
CAYS,ALEW,ROLE,TOKE,115,25,19,71
CAZH,YEOW,ARBA,NOUN,206,73,42,91
CEAS,ANSA,FEEL,SWAP,101,9,17,75
CECA,AVOW,TETE,SNEE,92,75,1,16
CEDE,OBOL,POLK,ENTS,127,76,45,6
CEES,ARVO,KNOW,ESES,189,76,74,39
CELS,ALEE,ASAR,SENE,115,66,24,25
CELT,AGUE,UMRA,MASK,170,19,85,66
CENS,RAIK,ASCI,PEEP,121,78,30,13
CENT,ANOW,SORI,TWIG,125,24,77,24
CEPS,UVAE,EEVN,STET,163,66,39,58
CERO,HAIK,UVEA,TELS,44,11,31,2
